id,campusName,academicFieldName,season,subjectName,dayOfWeekPeriod,locationName,lessonModeName,timetableYear,faculties,entryNumber,syllabusDetailUrl
2534,日吉,外国語科目選択必修外国語Ⅰ（英語）,春集中,英語セミナー（上級）,火2/金4,マディーン， エリック,対面授業（主として対面授業）,2023,['経/経済'],42468,detail?ttblyr=2023&entno=42468&lang=jp
2536,日吉,外国語科目選択必修外国語Ⅰ（英語）,春集中,英語セミナー（中級）,火4/金4/火5/金5,ボルトハウス， ジェイ,対面授業（主として対面授業）,2023,['経/経済'],55259,detail?ttblyr=2023&entno=55259&lang=jp
2542,日吉,外国語科目必修外国語Ⅱ（フランス語）,秋,フランス語Ⅸｂ（既習）,金4/火4,ソッティーレ， マルコ,対面授業（主として対面授業）,2023,['経/経済'],30872,detail?ttblyr=2023&entno=30872&lang=jp
2548,日吉,外国語科目選択必修外国語Ⅰ（英語）,秋集中,英語セミナー（中級）,火2/金4,マディーン， エリック,対面授業（主として対面授業）,2023,['経/経済'],28455,detail?ttblyr=2023&entno=28455&lang=jp
2549,日吉,外国語科目選択必修外国語Ⅰ（英語）,秋集中,英語セミナー（中級）,火1/金4/火2/金5,ウィリアムソン， ピアーズ・リチャード,対面授業（主として対面授業）,2023,['経/経済'],29798,detail?ttblyr=2023&entno=29798&lang=jp
2564,日吉,外国語科目選択必修外国語Ⅰ（英語）,春集中,英語セミナー（中級）,火5/金5,ベデロ， サイモン,対面授業（主として対面授業）,2023,['経/経済'],26376,detail?ttblyr=2023&entno=26376&lang=jp
2565,日吉,外国語科目選択必修外国語Ⅰ（英語）,春集中,英語セミナー（中級）,火5/金5/月5/木5,トーマス， ダックス,対面授業（主として対面授業）,2023,['経/経済'],42506,detail?ttblyr=2023&entno=42506&lang=jp
2567,日吉,外国語科目必修外国語Ⅰ（英語）,秋集中,英語（Ｓｔｕｄｙ　Ｓｋｉｌｌｓ）（再履修）,火5/金5,鈴木 亮子,対面授業（主として対面授業）,2023,['経/経済'],57543,detail?ttblyr=2023&entno=57543&lang=jp
2627,日吉,外国語科目選択必修外国語Ⅰ（英語）,秋集中,英語セミナー（上級）,月3/木1/火1/木2,佐々木 由美,対面授業（主として対面授業）,2023,['経/経済'],31684,detail?ttblyr=2023&entno=31684&lang=jp
2663,日吉,外国語科目必修外国語Ⅰ（英語）,春集中,英語（Ｓｔｕｄｙ　Ｓｋｉｌｌｓ）,火3/土2/火4/土3,スズキ， スティーブン・タロー,対面授業（主として対面授業）,2023,['経/経済'],30142,detail?ttblyr=2023&entno=30142&lang=jp
2664,日吉,外国語科目選択必修外国語Ⅰ（英語）,秋集中,英語セミナー（中級）,火3/土2/火4/土3,スズキ， スティーブン・タロー,対面授業（主として対面授業）,2023,['経/経済'],29783,detail?ttblyr=2023&entno=29783&lang=jp
2665,日吉,外国語科目必修外国語Ⅰ（英語）,春集中,英語（Ｓｔｕｄｙ　Ｓｋｉｌｌｓ）,火2/木1/火1/木2,永井 容子,対面授業（主として対面授業）,2023,['経/経済'],30047,detail?ttblyr=2023&entno=30047&lang=jp
2666,日吉,外国語科目必修外国語Ⅰ（英語）,春集中,英語（Ｓｔｕｄｙ　Ｓｋｉｌｌｓ）,火2/木1/火1/木2,佐々木 由美,対面授業（主として対面授業）,2023,['経/経済'],36098,detail?ttblyr=2023&entno=36098&lang=jp
2675,日吉,外国語科目選択必修外国語Ⅰ（英語）,秋集中,英語セミナー（上級）,火2/木1/火2/木2,ソウ， クリストファー,対面授業（主として対面授業）,2023,['経/経済'],31282,detail?ttblyr=2023&entno=31282&lang=jp
2676,日吉,外国語科目選択必修外国語Ⅰ（英語）,秋集中,英語セミナー（中級）,火2/木1/火1/木2,永井 容子,対面授業（主として対面授業）,2023,['経/経済'],31450,detail?ttblyr=2023&entno=31450&lang=jp
2697,日吉,外国語科目必修外国語Ⅱ（ドイツ語）,春,ドイツ語Ⅰａ,火1,デーゲン， ラルフ,対面授業（主として対面授業）,2023,['経/経済'],43168,detail?ttblyr=2023&entno=43168&lang=jp
2698,日吉,外国語科目必修外国語Ⅱ（フランス語）,春,フランス語Ⅰａ,火1,西脇 沙織,対面授業（主として対面授業）,2023,['経/経済'],43373,detail?ttblyr=2023&entno=43373&lang=jp
2699,日吉,外国語科目必修外国語Ⅱ（フランス語）,春,フランス語Ⅲａ,火1,ソヴグラン シルヴァン,対面授業（主として対面授業）,2023,['経/経済'],42252,detail?ttblyr=2023&entno=42252&lang=jp
2700,日吉,外国語科目必修外国語Ⅱ（フランス語）,春,フランス語Ⅲａ,火1,ベルテ， ディディエ,対面授業（主として対面授業）,2023,['経/経済'],44145,detail?ttblyr=2023&entno=44145&lang=jp
2701,日吉,外国語科目必修外国語Ⅱ（中国語）,春,中国語Ⅰａ,火1/火2,溝部 良恵,対面授業（主として対面授業）,2023,['経/経済'],44293,detail?ttblyr=2023&entno=44293&lang=jp
2702,日吉,外国語科目必修外国語Ⅱ（スペイン語）,春,スペイン語Ⅲａ,火1,安藤 万奈,対面授業（主として対面授業）,2023,['経/経済'],27334,detail?ttblyr=2023&entno=27334&lang=jp
2703,日吉,外国語科目必修外国語Ⅱ（スペイン語）,春,スペイン語Ⅲａ,火1/火2,モヤノ， フアン・カルロス,対面授業（主として対面授業）,2023,['経/経済'],45524,detail?ttblyr=2023&entno=45524&lang=jp
2704,日吉,外国語科目必修外国語Ⅱ（ドイツ語）,秋,ドイツ語Ⅰｂ,火1,デーゲン， ラルフ,対面授業（主として対面授業）,2023,['経/経済'],43172,detail?ttblyr=2023&entno=43172&lang=jp
2705,日吉,外国語科目必修外国語Ⅱ（フランス語）,秋,フランス語Ⅰｂ,火1,西脇 沙織,対面授業（主として対面授業）,2023,['経/経済'],43388,detail?ttblyr=2023&entno=43388&lang=jp
2706,日吉,外国語科目必修外国語Ⅱ（フランス語）,秋,フランス語Ⅲｂ,火1,ソヴグラン シルヴァン,対面授業（主として対面授業）,2023,['経/経済'],42271,detail?ttblyr=2023&entno=42271&lang=jp
2707,日吉,外国語科目必修外国語Ⅱ（フランス語）,秋,フランス語Ⅲｂ,火1,ベルテ， ディディエ,対面授業（主として対面授業）,2023,['経/経済'],44150,detail?ttblyr=2023&entno=44150&lang=jp
2708,日吉,外国語科目必修外国語Ⅱ（中国語）,秋,中国語Ⅰｂ,火1/火2,溝部 良恵,対面授業（主として対面授業）,2023,['経/経済'],43024,detail?ttblyr=2023&entno=43024&lang=jp
2709,日吉,外国語科目必修外国語Ⅱ（スペイン語）,秋,スペイン語Ⅲｂ,火1,安藤 万奈,対面授業（主として対面授業）,2023,['経/経済'],31367,detail?ttblyr=2023&entno=31367&lang=jp
2710,日吉,外国語科目必修外国語Ⅱ（スペイン語）,秋,スペイン語Ⅲｂ,火1/火2,モヤノ， フアン・カルロス,対面授業（主として対面授業）,2023,['経/経済'],45539,detail?ttblyr=2023&entno=45539&lang=jp
2711,日吉,外国語科目必修外国語Ⅱ（ドイツ語）,春,ドイツ語Ⅰａ,火2,七字 眞明,対面授業（主として対面授業）,2023,['経/経済'],42559,detail?ttblyr=2023&entno=42559&lang=jp
2712,日吉,外国語科目必修外国語Ⅱ（フランス語）,春,フランス語Ⅰａ,火2,大嶋 えり子,対面授業（主として対面授業）,2023,['経/経済'],42984,detail?ttblyr=2023&entno=42984&lang=jp
2713,日吉,外国語科目必修外国語Ⅱ（中国語）,春,中国語Ⅰａ,火2/火4,吉川 龍生,対面授業（主として対面授業）,2023,['経/経済'],44255,detail?ttblyr=2023&entno=44255&lang=jp
2715,日吉,外国語科目必修外国語Ⅱ（スペイン語）,春,スペイン語Ⅰａ,火2/火3,八嶋 由香利,対面授業（主として対面授業）,2023,['経/経済'],44604,detail?ttblyr=2023&entno=44604&lang=jp
2716,日吉,外国語科目必修外国語Ⅱ（スペイン語）,春,スペイン語Ⅰａ,火2/火3,丸田 千花子,対面授業（主として対面授業）,2023,['経/経済'],66965,detail?ttblyr=2023&entno=66965&lang=jp
2717,日吉,外国語科目必修外国語Ⅱ（ドイツ語）,秋,ドイツ語Ⅰｂ,火2,七字 眞明,対面授業（主として対面授業）,2023,['経/経済'],41442,detail?ttblyr=2023&entno=41442&lang=jp
2718,日吉,外国語科目必修外国語Ⅱ（フランス語）,秋,フランス語Ⅰｂ,火2,大嶋 えり子,対面授業（主として対面授業）,2023,['経/経済'],43316,detail?ttblyr=2023&entno=43316&lang=jp
2719,日吉,外国語科目必修外国語Ⅱ（中国語）,秋,中国語Ⅰｂ,火2/火4,吉川 龍生,対面授業（主として対面授業）,2023,['経/経済'],44260,detail?ttblyr=2023&entno=44260&lang=jp
2720,日吉,外国語科目必修外国語Ⅱ（中国語）,秋,中国語Ⅲｂ,火2,井澤 明肖,対面授業（主として対面授業）,2023,['経/経済'],44331,detail?ttblyr=2023&entno=44331&lang=jp
2721,日吉,外国語科目必修外国語Ⅱ（スペイン語）,秋,スペイン語Ⅰｂ,火2/火3,八嶋 由香利,対面授業（主として対面授業）,2023,['経/経済'],44619,detail?ttblyr=2023&entno=44619&lang=jp
2722,日吉,外国語科目必修外国語Ⅱ（スペイン語）,秋,スペイン語Ⅰｂ,火2/火3,丸田 千花子,対面授業（主として対面授業）,2023,['経/経済'],68179,detail?ttblyr=2023&entno=68179&lang=jp
2723,日吉,外国語科目必修外国語Ⅱ（ドイツ語）,春,ドイツ語Ⅰａ,火3/火4,山口 祐子,対面授業（主として対面授業）,2023,['経/経済'],42821,detail?ttblyr=2023&entno=42821&lang=jp
2724,日吉,外国語科目必修外国語Ⅱ（フランス語）,春,フランス語Ⅰａ,火3,中川 真知子,対面授業（主として対面授業）,2023,['経/経済'],43225,detail?ttblyr=2023&entno=43225&lang=jp
2725,日吉,外国語科目必修外国語Ⅱ（中国語）,春,中国語Ⅰａ,火3/火4,鵜浦 恵,対面授業（主として対面授業）,2023,['経/経済'],43866,detail?ttblyr=2023&entno=43866&lang=jp
2726,日吉,外国語科目必修外国語Ⅱ（中国語）,春,中国語Ⅲａ,火3,山下 紘嗣,対面授業（主として対面授業）,2023,['経/経済'],43411,detail?ttblyr=2023&entno=43411&lang=jp
2727,日吉,外国語科目必修外国語Ⅱ（中国語）,春,中国語Ⅲａ,火3,溝部 良恵,対面授業（主として対面授業）,2023,['経/経済'],45376,detail?ttblyr=2023&entno=45376&lang=jp
2728,日吉,外国語科目必修外国語Ⅱ（ドイツ語）,秋,ドイツ語Ⅰｂ,火3/火4,山口 祐子,対面授業（主として対面授業）,2023,['経/経済'],42855,detail?ttblyr=2023&entno=42855&lang=jp
2729,日吉,外国語科目必修外国語Ⅱ（フランス語）,秋,フランス語Ⅰｂ,火3,中川 真知子,対面授業（主として対面授業）,2023,['経/経済'],43230,detail?ttblyr=2023&entno=43230&lang=jp
2730,日吉,外国語科目必修外国語Ⅱ（中国語）,秋,中国語Ⅰｂ,火3/火4,鵜浦 恵,対面授業（主として対面授業）,2023,['経/経済'],43885,detail?ttblyr=2023&entno=43885&lang=jp
2731,日吉,外国語科目必修外国語Ⅱ（中国語）,秋,中国語Ⅲｂ,火3,山下 紘嗣,対面授業（主として対面授業）,2023,['経/経済'],44384,detail?ttblyr=2023&entno=44384&lang=jp
2732,日吉,外国語科目必修外国語Ⅱ（中国語）,秋,中国語Ⅲｂ,火3,溝部 良恵,対面授業（主として対面授業）,2023,['経/経済'],45099,detail?ttblyr=2023&entno=45099&lang=jp
2733,日吉,外国語科目必修外国語Ⅱ（フランス語）,春,フランス語Ⅰａ,火4,新島 進,対面授業（主として対面授業）,2023,['経/経済'],30504,detail?ttblyr=2023&entno=30504&lang=jp
2734,日吉,外国語科目必修外国語Ⅱ（フランス語）,春,フランス語Ⅰａ,火4,西部 由里子,対面授業（主として対面授業）,2023,['経/経済'],44069,detail?ttblyr=2023&entno=44069&lang=jp
2735,日吉,外国語科目必修外国語Ⅱ（フランス語）,春,フランス語Ⅸａ,火4,ソッティーレ， マルコ,対面授業（主として対面授業）,2023,['経/経済'],47085,detail?ttblyr=2023&entno=47085&lang=jp
2736,日吉,外国語科目必修外国語Ⅱ（スペイン語）,春,スペイン語Ⅰａ,火4,佐藤 正樹,対面授業（主として対面授業）,2023,['経/経済'],44920,detail?ttblyr=2023&entno=44920&lang=jp
2737,日吉,外国語科目必修外国語Ⅱ（スペイン語）,春,スペイン語Ⅰａ,火4,小原 正,対面授業（主として対面授業）,2023,['経/経済'],45247,detail?ttblyr=2023&entno=45247&lang=jp
2738,日吉,外国語科目必修外国語Ⅱ（フランス語）,秋,フランス語Ⅰｂ,火4,新島 進,対面授業（主として対面授業）,2023,['経/経済'],30519,detail?ttblyr=2023&entno=30519&lang=jp
2739,日吉,外国語科目必修外国語Ⅱ（フランス語）,秋,フランス語Ⅰｂ,火4,西部 由里子,対面授業（主として対面授業）,2023,['経/経済'],43756,detail?ttblyr=2023&entno=43756&lang=jp
2740,日吉,外国語科目必修外国語Ⅱ（フランス語）,秋,フランス語Ⅸｂ,火4,ソッティーレ， マルコ,対面授業（主として対面授業）,2023,['経/経済'],47090,detail?ttblyr=2023&entno=47090&lang=jp
2741,日吉,外国語科目必修外国語Ⅱ（スペイン語）,秋,スペイン語Ⅰｂ,火4,佐藤 正樹,対面授業（主として対面授業）,2023,['経/経済'],43536,detail?ttblyr=2023&entno=43536&lang=jp
2742,日吉,外国語科目必修外国語Ⅱ（スペイン語）,秋,スペイン語Ⅰｂ,火4,小原 正,対面授業（主として対面授業）,2023,['経/経済'],45251,detail?ttblyr=2023&entno=45251&lang=jp
2743,日吉,外国語科目必修外国語Ⅱ（中国語）,春,中国語Ⅰａ,火5,松川 育代,対面授業（主として対面授業）,2023,['経/経済'],43938,detail?ttblyr=2023&entno=43938&lang=jp
2744,日吉,外国語科目必修外国語Ⅱ（スペイン語）,春,スペイン語Ⅷａ（既習）,火5,佐藤 正樹,対面授業（主として対面授業）,2023,['経/経済'],68786,detail?ttblyr=2023&entno=68786&lang=jp
2745,日吉,外国語科目必修外国語Ⅱ（スペイン語）,春,スペイン語Ⅰａ,火5/水5,加藤 伸吾,対面授業（主として対面授業）,2023,['経/経済'],16876,detail?ttblyr=2023&entno=16876&lang=jp
2746,日吉,外国語科目必修外国語Ⅱ（中国語）,秋,中国語Ⅰｂ,火5,松川 育代,対面授業（主として対面授業）,2023,['経/経済'],43976,detail?ttblyr=2023&entno=43976&lang=jp
2747,日吉,外国語科目必修外国語Ⅱ（スペイン語）,秋,スペイン語Ⅷｂ（既習）,火5,佐藤 正樹,対面授業（主として対面授業）,2023,['経/経済'],68805,detail?ttblyr=2023&entno=68805&lang=jp
2748,日吉,外国語科目必修外国語Ⅱ（スペイン語）,秋,スペイン語Ⅰｂ,火5/水5,加藤 伸吾,対面授業（主として対面授業）,2023,['経/経済'],16436,detail?ttblyr=2023&entno=16436&lang=jp
2847,日吉,必修語学科目フランス語,春,フランス語Ⅰ（Ｂ）,金4/火2,大嶌 健太郎,対面授業（主として対面授業）,2023,['文/人文'],67699,detail?ttblyr=2023&entno=67699&lang=jp
2856,日吉,必修語学科目フランス語,秋,フランス語Ⅱ（Ｂ）,金4/火2,大嶌 健太郎,対面授業（主として対面授業）,2023,['文/人文'],67703,detail?ttblyr=2023&entno=67703&lang=jp
2909,日吉,必修語学科目ドイツ語,春,ドイツ語Ⅰ（Ｂ）,月3/火3,滝藤 早苗,対面授業（主として対面授業）,2023,['文/人文'],66525,detail?ttblyr=2023&entno=66525&lang=jp
2918,日吉,必修語学科目ドイツ語,秋,ドイツ語Ⅱ（Ｂ）,月3/火3,滝藤 早苗,対面授業（主として対面授業）,2023,['文/人文'],66530,detail?ttblyr=2023&entno=66530&lang=jp
2942,日吉,必修語学科目英語,春,英語Ⅰ中級発展,木1/火1,ピアソン・ウメヅ， ナンシー Ｅ．,対面授業（主として対面授業）,2023,['文/人文'],66339,detail?ttblyr=2023&entno=66339&lang=jp
2950,日吉,必修語学科目英語,秋,英語Ⅱ中級発展,木1/火1,ピアソン・ウメヅ， ナンシー Ｅ．,対面授業（主として対面授業）,2023,['文/人文'],66381,detail?ttblyr=2023&entno=66381&lang=jp
2960,日吉,必修語学科目英語,春,英語Ⅰ中級発展,木2/火3,高橋 宣也,対面授業（主として対面授業）,2023,['文/人文'],66085,detail?ttblyr=2023&entno=66085&lang=jp
2968,日吉,必修語学科目英語,秋,英語Ⅱ中級発展,木2/火3,高橋 宣也,対面授業（主として対面授業）,2023,['文/人文'],66090,detail?ttblyr=2023&entno=66090&lang=jp
2999,日吉,必修語学科目英語,春,英語Ⅰ中級,火1/火2,田辺 寛,対面授業（主として対面授業）,2023,['文/人文'],65495,detail?ttblyr=2023&entno=65495&lang=jp
3000,日吉,必修語学科目英語,春,英語Ⅰ中級,火1,江崎 麻里,対面授業（主として対面授業）,2023,['文/人文'],65825,detail?ttblyr=2023&entno=65825&lang=jp
3001,日吉,必修語学科目英語,春,英語Ⅰ中級,火1,新名 ますみ,対面授業（主として対面授業）,2023,['文/人文'],66104,detail?ttblyr=2023&entno=66104&lang=jp
3002,日吉,必修語学科目英語,春,英語Ⅰ最上級,火1,バティー， ロジャー Ｍ．,対面授業（主として対面授業）,2023,['文/人文'],60656,detail?ttblyr=2023&entno=60656&lang=jp
3003,日吉,必修語学科目フランス語,春,フランス語Ⅰ上級（Ａ）,火1,芦野 文武,対面授業（主として対面授業）,2023,['文/人文'],69141,detail?ttblyr=2023&entno=69141&lang=jp
3004,日吉,必修語学科目スペイン語,春,スペイン語Ⅰ（Ａ）,火1/火2,諸星 妙,対面授業（主として対面授業）,2023,['文/人文'],8116,detail?ttblyr=2023&entno=08116&lang=jp
3005,日吉,必修語学科目スペイン語,春,スペイン語Ⅰ（Ａ）,火1/火2,金子 奈美,対面授業（主として対面授業）,2023,['文/人文'],65878,detail?ttblyr=2023&entno=65878&lang=jp
3006,日吉,必修語学科目英語,秋,英語Ⅱ中級,火1,新名 ますみ,対面授業（主として対面授業）,2023,['文/人文'],64628,detail?ttblyr=2023&entno=64628&lang=jp
3007,日吉,必修語学科目英語,秋,英語Ⅱ中級,火1/火2,田辺 寛,対面授業（主として対面授業）,2023,['文/人文'],65170,detail?ttblyr=2023&entno=65170&lang=jp
3008,日吉,必修語学科目英語,秋,英語Ⅱ中級,火1,江崎 麻里,対面授業（主として対面授業）,2023,['文/人文'],65500,detail?ttblyr=2023&entno=65500&lang=jp
3009,日吉,必修語学科目英語,秋,英語Ⅱ最上級,火1,バティー， ロジャー Ｍ．,対面授業（主として対面授業）,2023,['文/人文'],41857,detail?ttblyr=2023&entno=41857&lang=jp
3010,日吉,必修語学科目フランス語,秋,フランス語Ⅱ上級（Ａ）,火1,芦野 文武,対面授業（主として対面授業）,2023,['文/人文'],69156,detail?ttblyr=2023&entno=69156&lang=jp
3011,日吉,必修語学科目スペイン語,秋,スペイン語Ⅱ（Ａ）,火1/火2,諸星 妙,対面授業（主として対面授業）,2023,['文/人文'],8154,detail?ttblyr=2023&entno=08154&lang=jp
3012,日吉,必修語学科目スペイン語,秋,スペイン語Ⅱ（Ａ）,火1/火2,金子 奈美,対面授業（主として対面授業）,2023,['文/人文'],66654,detail?ttblyr=2023&entno=66654&lang=jp
3013,日吉,必修語学科目英語,春,英語Ⅰ中級,火2/火3,沼田 香穂里,対面授業（主として対面授業）,2023,['文/人文'],35087,detail?ttblyr=2023&entno=35087&lang=jp
3014,日吉,必修語学科目英語,春,英語Ⅰ中級,火2/火3,近藤 真彫,対面授業（主として対面授業）,2023,['文/人文'],64470,detail?ttblyr=2023&entno=64470&lang=jp
3015,日吉,必修語学科目英語,春,英語Ⅰ中級発展,火2,江崎 麻里,対面授業（主として対面授業）,2023,['文/人文'],65280,detail?ttblyr=2023&entno=65280&lang=jp
3016,日吉,必修語学科目英語,春,英語Ⅰ中級発展,火2,新名 ますみ,対面授業（主として対面授業）,2023,['文/人文'],66616,detail?ttblyr=2023&entno=66616&lang=jp
3017,日吉,必修語学科目英語,春,英語Ⅰ上級,火2,バナード， ピーター,対面授業（主として対面授業）,2023,['文/人文'],69486,detail?ttblyr=2023&entno=69486&lang=jp
3018,日吉,必修語学科目英語,春,英語Ⅰ上級,火2,ピアソン・ウメヅ， ナンシー Ｅ．,対面授業（主として対面授業）,2023,['文/人文'],69854,detail?ttblyr=2023&entno=69854&lang=jp
3019,日吉,必修語学科目フランス語,春,フランス語Ⅰ（Ｂ）,火2,竹中 公二,対面授業（主として対面授業）,2023,['文/人文'],68202,detail?ttblyr=2023&entno=68202&lang=jp
3020,日吉,必修語学科目フランス語,春,フランス語Ⅰ（Ｂ）,火2,芦野 文武,対面授業（主として対面授業）,2023,['文/人文'],68661,detail?ttblyr=2023&entno=68661&lang=jp
3021,日吉,必修語学科目フランス語,春,フランス語Ⅰ（Ｂ）,火2,西脇 沙織,対面授業（主として対面授業）,2023,['文/人文'],69031,detail?ttblyr=2023&entno=69031&lang=jp
3022,日吉,必修語学科目中国語,春,中国語Ⅰ（Ａ）,火2/火3,須山 哲治,対面授業（主として対面授業）,2023,['文/人文'],67608,detail?ttblyr=2023&entno=67608&lang=jp
3023,日吉,必修語学科目中国語,春,中国語Ⅰ上級（C）,火2,丁 雷,対面授業（主として対面授業）,2023,['文/人文'],93949,detail?ttblyr=2023&entno=93949&lang=jp
